task_id,timestamp,agent,workflow_type,confidence,amount,vendor_id,vendor_type,risk_level,human_reviewed,ai_decision,final_decision,correct,processing_time_seconds,exception_type
T-17886,2026-07-01 00:45:09,Accounts Payable AI,standard_invoice,0.947,62519.93,V-0066,existing,low,True,approve,approve,True,153,missing_approval
T-17887,2026-07-01 00:45:13,Accounts Payable AI,po_invoice,0.9839,45013.89,V-0010,existing,low,False,approve,approve,True,13,none
T-17888,2026-07-01 00:46:40,Accounts Payable AI,po_invoice,0.9921,15743.06,V-0380,existing,low,False,approve,approve,True,7,none
T-17889,2026-07-01 00:56:59,Accounts Payable AI,po_invoice,0.9809,17905.59,V-0233,existing,low,False,approve,approve,True,15,none
T-17890,2026-07-01 01:00:27,Accounts Payable AI,po_invoice,0.8483,51274.91,V-0352,existing,low,True,approve,approve,True,354,missing_po
T-17891,2026-07-01 01:31:53,Accounts Payable AI,po_invoice,0.9498,17553.31,V-0255,existing,low,False,reject,reject,True,14,none
T-17892,2026-07-01 01:48:19,Accounts Payable AI,po_invoice,0.9926,82995.46,V-0363,existing,medium,False,approve,approve,True,14,none
T-17893,2026-07-01 02:01:36,Accounts Payable AI,po_invoice,0.966,14970.99,V-0262,existing,low,False,approve,approve,True,47,none
T-17894,2026-07-01 02:07:32,Accounts Payable AI,po_invoice,0.9361,45673.11,V-0128,existing,low,False,approve,approve,True,33,none
T-17895,2026-07-01 02:18:41,Accounts Payable AI,po_invoice,0.8767,30100.22,NV-0083,new,medium,True,approve,approve,True,305,missing_po
T-17896,2026-07-01 02:23:36,Accounts Payable AI,po_invoice,0.9988,29364.73,V-0230,existing,low,False,approve,approve,True,21,none
T-17897,2026-07-01 02:31:57,Accounts Payable AI,standard_invoice,0.952,31047.93,V-0205,existing,low,False,reject,reject,True,27,none
T-17898,2026-07-01 02:45:44,Accounts Payable AI,po_invoice,0.9615,57173.97,V-0339,existing,low,False,approve,approve,True,13,none
T-17899,2026-07-01 03:09:38,Accounts Payable AI,standard_invoice,0.9454,78997.41,V-0023,existing,medium,False,approve,approve,True,55,price_mismatch
T-17900,2026-07-01 03:19:21,Accounts Payable AI,po_invoice,0.9622,19769.63,V-0058,existing,low,False,approve,approve,True,20,none
T-17901,2026-07-01 03:21:51,Accounts Payable AI,po_invoice,0.9535,40273.63,NV-0077,new,medium,False,approve,approve,True,93,none
T-17902,2026-07-01 03:23:49,Accounts Payable AI,standard_invoice,0.9449,186871.59,V-0313,existing,high,True,approve,approve,True,308,none
T-17903,2026-07-01 03:38:31,Accounts Payable AI,standard_invoice,0.9919,14043.7,V-0294,existing,low,False,approve,approve,True,25,none
T-17904,2026-07-01 03:42:36,Accounts Payable AI,standard_invoice,0.919,40805.13,V-0373,existing,low,False,approve,approve,True,23,none
T-17905,2026-07-01 03:49:12,Accounts Payable AI,po_invoice,0.9325,39048.8,NV-0027,new,medium,True,approve,approve,True,116,none
T-17906,2026-07-01 04:12:45,Accounts Payable AI,standard_invoice,0.9899,52704.37,V-0227,existing,low,False,approve,approve,True,16,none
T-17907,2026-07-01 04:29:49,Accounts Payable AI,standard_invoice,0.9389,80426.9,NV-0037,new,medium,True,reject,reject,True,150,none
T-17908,2026-07-01 04:32:36,Accounts Payable AI,po_invoice,0.9178,257551.62,V-0002,existing,high,True,approve,approve,True,230,none
T-17909,2026-07-01 04:33:23,Accounts Payable AI,po_invoice,0.9328,32128.94,NV-0116,new,medium,True,approve,approve,True,232,none
T-17910,2026-07-01 04:40:33,Accounts Payable AI,po_invoice,0.9407,57606.3,V-0131,existing,low,False,approve,approve,True,29,none
T-17911,2026-07-01 04:45:30,Accounts Payable AI,standard_invoice,0.9488,47920.36,V-0355,existing,low,False,reject,reject,True,15,none
T-17912,2026-07-01 04:47:14,Accounts Payable AI,po_invoice,0.9637,12702.02,V-0351,existing,medium,True,reject,reject,True,471,duplicate_invoice
T-17913,2026-07-01 04:50:39,Accounts Payable AI,po_invoice,0.9317,56585.11,V-0102,existing,low,False,reject,reject,True,11,none
T-17914,2026-07-01 04:54:10,Accounts Payable AI,non_po_invoice,0.94,34290.93,NV-0050,new,medium,False,approve,approve,True,46,none
T-17915,2026-07-01 05:00:38,Accounts Payable AI,standard_invoice,0.9559,23216.22,V-0019,existing,low,False,approve,approve,True,34,none
T-17916,2026-07-01 05:22:26,Accounts Payable AI,po_invoice,0.9857,44157.26,V-0128,existing,low,False,approve,approve,True,41,none
T-17917,2026-07-01 05:56:10,Accounts Payable AI,standard_invoice,0.9768,165783.71,V-0293,existing,medium,True,approve,approve,True,391,none
T-17918,2026-07-01 06:03:27,Accounts Payable AI,po_invoice,0.8892,34453.26,NV-0127,new,medium,True,approve,approve,True,333,none
T-17919,2026-07-01 06:08:31,Accounts Payable AI,non_po_invoice,0.9811,19387.86,V-0173,existing,low,False,approve,approve,True,16,none
T-17920,2026-07-01 06:08:59,Accounts Payable AI,standard_invoice,0.9263,8545.16,V-0385,existing,medium,True,approve,reject,False,315,contract_mismatch
T-17921,2026-07-01 06:39:07,Accounts Payable AI,po_invoice,0.9169,33292.27,V-0260,existing,low,False,approve,approve,True,14,none
T-17922,2026-07-01 06:47:55,Accounts Payable AI,standard_invoice,0.9444,12709.14,V-0398,existing,low,False,approve,approve,True,26,none
T-17923,2026-07-01 06:54:59,Accounts Payable AI,standard_invoice,0.958,16713.88,V-0005,existing,low,False,approve,approve,True,31,missing_po
T-17924,2026-07-01 07:06:07,Accounts Payable AI,po_invoice,0.9808,11470.27,V-0059,existing,low,False,approve,approve,True,16,none
T-17925,2026-07-01 07:09:20,Accounts Payable AI,po_invoice,0.9898,38456.03,V-0005,existing,low,False,reject,reject,True,15,none
T-17926,2026-07-01 07:12:21,Accounts Payable AI,standard_invoice,0.9715,44358.11,V-0156,existing,low,False,approve,approve,True,26,none
T-17927,2026-07-01 07:34:34,Accounts Payable AI,po_invoice,0.9307,21275.92,V-0197,existing,low,False,approve,approve,True,22,none
T-17928,2026-07-01 07:35:05,Accounts Payable AI,non_po_invoice,0.9488,46301.5,V-0071,existing,low,False,reject,reject,True,20,none
T-17929,2026-07-01 07:36:02,Accounts Payable AI,po_invoice,0.9267,70194.52,V-0081,existing,low,False,approve,approve,True,25,none
T-17930,2026-07-01 07:45:47,Accounts Payable AI,standard_invoice,0.9591,37043.75,V-0185,existing,medium,False,approve,approve,True,64,price_mismatch
T-17931,2026-07-01 07:48:34,Accounts Payable AI,po_invoice,0.9047,26581.66,NV-0054,new,medium,True,approve,approve,True,260,none
T-17932,2026-07-01 07:48:49,Accounts Payable AI,po_invoice,0.9917,74317.99,V-0014,existing,low,False,approve,approve,True,30,none
T-17933,2026-07-01 08:00:51,Accounts Payable AI,standard_invoice,0.9354,19457.83,V-0090,existing,low,False,approve,approve,True,13,none
T-17934,2026-07-01 08:19:35,Accounts Payable AI,po_invoice,0.9844,5946.92,V-0197,existing,low,False,approve,approve,True,22,none
T-17935,2026-07-01 08:21:41,Accounts Payable AI,standard_invoice,0.9124,73703.0,V-0041,existing,low,False,approve,approve,True,22,none
T-17936,2026-07-01 08:23:48,Accounts Payable AI,po_invoice,0.8993,25402.89,V-0157,existing,low,True,approve,approve,True,357,none
T-17937,2026-07-01 08:44:29,Accounts Payable AI,po_invoice,0.9919,14114.18,V-0220,existing,low,False,approve,approve,True,33,none
T-17938,2026-07-01 08:53:00,Accounts Payable AI,po_invoice,0.933,24147.57,V-0281,existing,low,False,approve,approve,True,24,none
T-17939,2026-07-01 09:15:14,Accounts Payable AI,standard_invoice,0.92,33495.01,NV-0051,new,medium,True,reject,reject,True,192,none
T-17940,2026-07-01 09:32:08,Accounts Payable AI,non_po_invoice,0.9357,39833.5,V-0164,existing,low,False,approve,approve,True,22,none
T-17941,2026-07-01 09:35:56,Accounts Payable AI,standard_invoice,0.9481,18931.43,V-0226,existing,low,False,approve,approve,True,30,none
T-17942,2026-07-01 09:37:52,Accounts Payable AI,po_invoice,0.9376,40439.66,V-0069,existing,low,False,approve,approve,True,23,none
T-17943,2026-07-01 09:44:43,Accounts Payable AI,standard_invoice,0.9533,20956.38,NV-0041,new,medium,False,approve,approve,True,37,none
T-17944,2026-07-01 09:59:04,Accounts Payable AI,po_invoice,0.9092,48717.89,NV-0143,new,medium,True,approve,approve,True,271,none
T-17945,2026-07-01 10:09:40,Accounts Payable AI,po_invoice,0.9435,22860.98,V-0103,existing,low,False,approve,approve,True,19,none
T-17946,2026-07-01 10:15:53,Accounts Payable AI,po_invoice,0.9933,40564.16,V-0355,existing,low,False,approve,approve,True,24,none
T-17947,2026-07-01 10:21:05,Accounts Payable AI,standard_invoice,0.971,107573.86,V-0328,existing,medium,True,approve,approve,True,194,none
T-17948,2026-07-01 10:27:56,Accounts Payable AI,standard_invoice,0.9466,34883.52,V-0014,existing,low,False,approve,approve,True,16,none
T-17949,2026-07-01 10:29:55,Accounts Payable AI,po_invoice,0.9176,7269.67,V-0081,existing,low,False,approve,approve,True,20,none
T-17950,2026-07-01 10:51:01,Accounts Payable AI,po_invoice,0.9838,14162.04,V-0159,existing,low,False,approve,approve,True,35,none
T-17951,2026-07-01 10:58:17,Accounts Payable AI,po_invoice,0.9355,8766.38,V-0294,existing,medium,False,reject,reject,True,62,price_mismatch
T-17952,2026-07-01 11:02:16,Accounts Payable AI,standard_invoice,0.9515,10657.43,V-0251,existing,low,False,approve,approve,True,31,none
T-17953,2026-07-01 11:05:45,Accounts Payable AI,po_invoice,0.9628,9945.98,V-0071,existing,medium,False,reject,reject,True,61,price_mismatch
T-17954,2026-07-01 11:18:26,Accounts Payable AI,po_invoice,0.9415,13505.37,V-0204,existing,low,False,approve,approve,True,25,none
T-17955,2026-07-01 11:43:42,Accounts Payable AI,po_invoice,0.9967,27173.57,V-0396,existing,low,False,approve,approve,True,14,none
T-17956,2026-07-01 12:06:05,Accounts Payable AI,non_po_invoice,0.9899,17804.41,V-0280,existing,low,False,approve,approve,True,31,none
T-17957,2026-07-01 12:19:23,Accounts Payable AI,standard_invoice,0.9274,13191.32,V-0259,existing,medium,True,reject,reject,True,178,contract_mismatch
T-17958,2026-07-01 12:27:24,Accounts Payable AI,po_invoice,0.9068,25472.81,NV-0128,new,medium,True,approve,approve,True,128,none
T-17959,2026-07-01 12:31:33,Accounts Payable AI,po_invoice,0.9355,18678.49,V-0110,existing,low,False,approve,approve,True,17,none
T-17960,2026-07-01 12:34:18,Accounts Payable AI,po_invoice,0.9596,38831.0,V-0232,existing,low,False,approve,approve,True,24,none
T-17961,2026-07-01 12:40:53,Accounts Payable AI,po_invoice,0.9532,19793.6,V-0263,existing,low,False,approve,approve,True,26,none
T-17962,2026-07-01 12:41:36,Accounts Payable AI,po_invoice,0.9664,32152.02,V-0278,existing,low,False,approve,approve,True,32,none
T-17963,2026-07-01 12:53:21,Accounts Payable AI,standard_invoice,0.9651,40247.33,V-0259,existing,low,True,approve,approve,True,424,missing_approval
T-17964,2026-07-01 13:09:06,Accounts Payable AI,po_invoice,0.954,4981.07,V-0176,existing,low,False,approve,approve,True,12,none
T-17965,2026-07-01 13:09:17,Accounts Payable AI,standard_invoice,0.9181,35185.09,V-0189,existing,low,False,approve,approve,True,18,none
T-17966,2026-07-01 13:12:54,Accounts Payable AI,po_invoice,0.9618,18844.12,NV-0112,new,medium,False,approve,approve,True,32,none
T-17967,2026-07-01 13:27:14,Accounts Payable AI,standard_invoice,0.974,6064.39,V-0231,existing,low,False,reject,reject,True,22,none
T-17968,2026-07-01 13:45:27,Accounts Payable AI,po_invoice,0.9429,11301.85,V-0379,existing,low,False,approve,approve,True,19,none
T-17969,2026-07-01 14:12:56,Accounts Payable AI,po_invoice,0.9068,42377.37,NV-0060,new,medium,True,approve,approve,True,217,none
T-17970,2026-07-01 14:44:17,Accounts Payable AI,po_invoice,0.9711,15421.29,V-0105,existing,low,False,approve,approve,True,22,none
T-17971,2026-07-01 14:51:00,Accounts Payable AI,po_invoice,0.9578,33223.9,V-0333,existing,low,False,approve,approve,True,32,none
T-17972,2026-07-01 14:52:22,Accounts Payable AI,non_po_invoice,0.9806,51278.29,V-0231,existing,low,False,approve,approve,True,34,none
T-17973,2026-07-01 15:00:30,Accounts Payable AI,po_invoice,0.9655,8452.05,V-0354,existing,low,False,approve,approve,True,15,none
T-17974,2026-07-01 15:02:02,Accounts Payable AI,po_invoice,0.92,34287.99,V-0257,existing,medium,True,approve,approve,True,264,contract_mismatch
T-17975,2026-07-01 15:10:04,Accounts Payable AI,po_invoice,0.9411,9929.31,V-0194,existing,low,False,approve,approve,True,67,missing_po
T-17976,2026-07-01 15:11:50,Accounts Payable AI,po_invoice,0.9374,14265.89,V-0133,existing,low,False,approve,approve,True,37,none
T-17977,2026-07-01 15:22:52,Accounts Payable AI,po_invoice,0.9731,60205.07,V-0214,existing,low,False,approve,approve,True,19,none
T-17978,2026-07-01 15:27:42,Accounts Payable AI,non_po_invoice,0.9498,62647.96,NV-0031,new,medium,False,reject,reject,True,29,none
T-17979,2026-07-01 15:34:08,Accounts Payable AI,standard_invoice,0.9565,16315.69,V-0281,existing,low,False,approve,approve,True,9,none
T-17980,2026-07-01 15:46:01,Accounts Payable AI,po_invoice,0.9569,5809.03,V-0135,existing,low,True,approve,approve,True,451,missing_approval
T-17981,2026-07-01 15:50:29,Accounts Payable AI,standard_invoice,0.917,15355.03,V-0050,existing,low,False,approve,approve,True,11,none
T-17982,2026-07-01 16:09:33,Accounts Payable AI,non_po_invoice,0.9335,15388.41,V-0064,existing,medium,True,reject,reject,True,195,contract_mismatch
T-17983,2026-07-01 16:11:08,Accounts Payable AI,po_invoice,0.924,120951.97,V-0031,existing,medium,True,approve,approve,True,257,price_mismatch
T-17984,2026-07-01 16:27:36,Accounts Payable AI,non_po_invoice,0.9914,12414.26,V-0266,existing,low,False,approve,approve,True,24,none
T-17985,2026-07-01 16:39:02,Accounts Payable AI,po_invoice,0.9842,26376.53,V-0115,existing,low,False,approve,approve,True,20,none
T-17986,2026-07-01 16:44:49,Accounts Payable AI,non_po_invoice,0.956,12503.95,V-0399,existing,medium,True,reject,reject,True,178,duplicate_invoice
T-17987,2026-07-01 17:00:33,Accounts Payable AI,po_invoice,0.9621,15292.42,V-0268,existing,low,False,approve,approve,True,16,none
T-17988,2026-07-01 17:05:50,Accounts Payable AI,po_invoice,0.9569,5374.83,V-0046,existing,low,False,reject,reject,True,42,none
T-17989,2026-07-01 17:11:39,Accounts Payable AI,po_invoice,0.8916,58095.88,V-0139,existing,low,True,approve,approve,True,184,none
T-17990,2026-07-01 17:16:12,Accounts Payable AI,po_invoice,0.9705,19434.61,V-0070,existing,medium,True,reject,reject,True,242,duplicate_invoice
T-17991,2026-07-01 17:24:04,Accounts Payable AI,standard_invoice,0.9078,40246.09,V-0195,existing,low,False,approve,approve,True,13,none
T-17992,2026-07-01 17:34:10,Accounts Payable AI,non_po_invoice,0.9641,25153.17,V-0133,existing,low,False,approve,approve,True,48,none
T-17993,2026-07-01 17:58:20,Accounts Payable AI,non_po_invoice,0.8965,7327.36,V-0125,existing,low,True,approve,approve,True,122,none
T-17994,2026-07-01 18:00:07,Accounts Payable AI,po_invoice,0.9797,26196.06,V-0369,existing,low,False,approve,approve,True,27,none
T-17995,2026-07-01 18:01:58,Accounts Payable AI,po_invoice,0.9508,13452.16,V-0238,existing,low,False,approve,approve,True,33,none
T-17996,2026-07-01 18:04:40,Accounts Payable AI,po_invoice,0.9714,10858.83,V-0305,existing,low,True,approve,approve,True,329,missing_approval
T-17997,2026-07-01 18:07:45,Accounts Payable AI,standard_invoice,0.9905,47816.69,V-0298,existing,low,False,approve,approve,True,23,none
T-17998,2026-07-01 18:10:15,Accounts Payable AI,standard_invoice,0.9089,17527.36,V-0388,existing,low,False,approve,approve,True,18,none
T-17999,2026-07-01 18:15:33,Accounts Payable AI,non_po_invoice,0.9419,53591.25,V-0336,existing,low,False,approve,approve,True,27,none
T-18000,2026-07-01 18:19:44,Accounts Payable AI,po_invoice,0.9529,11741.42,V-0003,existing,low,False,approve,approve,True,24,none
T-18001,2026-07-01 18:28:05,Accounts Payable AI,standard_invoice,0.9077,19698.98,V-0027,existing,low,False,approve,approve,True,29,none
T-18002,2026-07-01 18:43:57,Accounts Payable AI,po_invoice,0.9838,55799.02,V-0223,existing,low,False,approve,approve,True,20,none
T-18003,2026-07-01 18:51:48,Accounts Payable AI,non_po_invoice,0.9,40744.39,NV-0093,new,medium,True,approve,approve,True,543,none
T-18004,2026-07-01 18:53:43,Accounts Payable AI,non_po_invoice,0.9501,97709.77,V-0224,existing,medium,False,approve,approve,True,14,none
T-18005,2026-07-01 18:54:07,Accounts Payable AI,standard_invoice,0.962,24430.61,V-0266,existing,low,False,approve,approve,True,20,none
T-18006,2026-07-01 19:00:00,Accounts Payable AI,po_invoice,0.9496,8237.5,V-0144,existing,low,False,approve,approve,True,43,missing_po
T-18007,2026-07-01 19:13:45,Accounts Payable AI,standard_invoice,0.966,75808.26,V-0238,existing,medium,False,approve,approve,True,29,none
T-18008,2026-07-01 19:28:55,Accounts Payable AI,non_po_invoice,0.9294,60489.57,V-0232,existing,low,False,approve,approve,True,11,none
T-18009,2026-07-01 19:32:25,Accounts Payable AI,po_invoice,0.9623,29024.71,V-0208,existing,low,False,approve,approve,True,19,none
T-18010,2026-07-01 19:59:51,Accounts Payable AI,po_invoice,0.9564,14759.44,V-0044,existing,low,False,approve,approve,True,25,none
T-18011,2026-07-01 20:03:10,Accounts Payable AI,po_invoice,0.9962,23443.73,V-0032,existing,low,False,approve,approve,True,17,none
T-18012,2026-07-01 20:03:32,Accounts Payable AI,po_invoice,0.9285,21069.79,V-0277,existing,low,False,reject,reject,True,26,none
T-18013,2026-07-01 20:04:03,Accounts Payable AI,standard_invoice,0.9854,15473.2,V-0111,existing,low,False,approve,approve,True,21,none
T-18014,2026-07-01 20:43:07,Accounts Payable AI,po_invoice,0.96,54256.37,NV-0061,new,medium,False,approve,approve,True,23,none
T-18015,2026-07-01 20:43:16,Accounts Payable AI,standard_invoice,0.9473,6566.02,V-0079,existing,low,False,approve,approve,True,27,none
T-18016,2026-07-01 20:43:21,Accounts Payable AI,standard_invoice,0.9966,19471.17,V-0311,existing,low,False,approve,approve,True,13,none
T-18017,2026-07-01 20:54:17,Accounts Payable AI,po_invoice,0.9945,46848.34,V-0332,existing,low,False,approve,approve,True,29,none
T-18018,2026-07-01 21:09:11,Accounts Payable AI,standard_invoice,0.9028,27106.08,V-0096,existing,low,False,approve,approve,True,62,none
T-18019,2026-07-01 21:11:02,Accounts Payable AI,po_invoice,0.9065,18572.46,V-0004,existing,low,True,approve,approve,True,128,missing_approval
T-18020,2026-07-01 21:18:53,Accounts Payable AI,po_invoice,0.9598,31704.8,V-0068,existing,low,False,reject,reject,True,22,none
T-18021,2026-07-01 21:25:28,Accounts Payable AI,po_invoice,0.9394,9756.17,V-0308,existing,medium,False,reject,reject,True,62,price_mismatch
T-18022,2026-07-01 21:36:29,Accounts Payable AI,po_invoice,0.9403,48004.04,V-0039,existing,medium,False,approve,approve,True,82,price_mismatch
T-18023,2026-07-01 21:41:44,Accounts Payable AI,standard_invoice,0.9627,37850.28,V-0127,existing,low,False,approve,approve,True,65,none
T-18024,2026-07-01 21:57:01,Accounts Payable AI,po_invoice,0.9518,36125.84,V-0033,existing,low,False,approve,approve,True,27,none
T-18025,2026-07-01 22:20:41,Accounts Payable AI,po_invoice,0.9953,44184.93,V-0134,existing,low,False,approve,approve,True,22,none
T-18026,2026-07-01 22:32:41,Accounts Payable AI,non_po_invoice,0.9936,23432.8,V-0191,existing,low,False,approve,approve,True,21,none
T-18027,2026-07-01 22:37:41,Accounts Payable AI,po_invoice,0.9821,69957.51,V-0359,existing,low,False,approve,approve,True,16,none
T-18028,2026-07-01 22:41:57,Accounts Payable AI,standard_invoice,0.9149,28321.65,V-0023,existing,low,False,approve,approve,True,62,missing_po
T-18029,2026-07-01 22:58:25,Accounts Payable AI,standard_invoice,0.8983,40195.48,NV-0112,new,medium,True,approve,approve,True,246,none
T-18030,2026-07-01 23:01:02,Accounts Payable AI,po_invoice,0.9907,25358.17,V-0156,existing,low,False,approve,approve,True,8,none
T-18031,2026-07-01 23:15:46,Accounts Payable AI,standard_invoice,0.9335,25490.74,V-0053,existing,low,False,approve,approve,True,27,none
T-18032,2026-07-01 23:16:19,Accounts Payable AI,po_invoice,0.9526,34682.07,NV-0094,new,medium,False,approve,approve,True,50,none
T-18033,2026-07-01 23:22:15,Accounts Payable AI,standard_invoice,0.9439,12093.43,NV-0082,new,medium,False,approve,approve,True,19,none
T-18034,2026-07-01 23:25:23,Accounts Payable AI,po_invoice,0.9173,22932.04,V-0202,existing,low,False,approve,approve,True,19,none
T-18035,2026-07-01 23:25:31,Accounts Payable AI,standard_invoice,0.9637,35658.79,V-0050,existing,low,False,approve,approve,True,33,none
T-18036,2026-07-01 23:26:22,Accounts Payable AI,po_invoice,0.9921,16919.91,V-0120,existing,low,False,approve,approve,True,22,none
T-18037,2026-07-01 23:38:31,Accounts Payable AI,po_invoice,0.9733,8849.6,V-0314,existing,low,False,approve,approve,True,13,none
T-18038,2026-07-01 23:45:20,Accounts Payable AI,non_po_invoice,0.97,9944.18,V-0128,existing,low,False,approve,approve,True,26,none
T-18039,2026-07-02 00:01:59,Accounts Payable AI,non_po_invoice,0.9872,41086.83,V-0012,existing,low,False,approve,approve,True,33,none
T-18040,2026-07-02 00:30:53,Accounts Payable AI,standard_invoice,0.9923,34881.76,V-0270,existing,low,False,approve,approve,True,50,none
T-18041,2026-07-02 00:35:33,Accounts Payable AI,po_invoice,0.9365,46219.95,V-0277,existing,low,False,approve,approve,True,20,none
T-18042,2026-07-02 01:45:33,Accounts Payable AI,standard_invoice,0.8444,43825.97,NV-0004,new,medium,True,approve,approve,True,431,price_mismatch
T-18043,2026-07-02 01:51:07,Accounts Payable AI,standard_invoice,0.9166,12901.82,V-0213,existing,low,False,approve,approve,True,51,none
T-18044,2026-07-02 01:59:16,Accounts Payable AI,po_invoice,0.9869,16999.27,V-0044,existing,low,False,approve,approve,True,49,none
T-18045,2026-07-02 02:17:48,Accounts Payable AI,standard_invoice,0.9446,9324.51,V-0163,existing,low,False,approve,approve,True,21,none
T-18046,2026-07-02 02:28:34,Accounts Payable AI,standard_invoice,0.9751,33226.74,V-0163,existing,low,False,approve,approve,True,40,none
T-18047,2026-07-02 02:52:01,Accounts Payable AI,standard_invoice,0.9701,11182.86,V-0365,existing,low,False,approve,approve,True,34,none
T-18048,2026-07-02 03:09:28,Accounts Payable AI,standard_invoice,0.988,25509.88,V-0293,existing,low,False,approve,approve,True,13,none
T-18049,2026-07-02 03:30:34,Accounts Payable AI,standard_invoice,0.9638,18989.25,V-0399,existing,low,True,approve,approve,True,431,missing_approval
T-18050,2026-07-02 03:34:45,Accounts Payable AI,po_invoice,0.9958,89965.68,V-0204,existing,medium,False,approve,approve,True,9,none
T-18051,2026-07-02 03:47:59,Accounts Payable AI,po_invoice,0.8578,12692.37,NV-0130,new,medium,True,reject,reject,True,224,none
T-18052,2026-07-02 04:26:05,Accounts Payable AI,po_invoice,0.9293,30740.21,V-0103,existing,low,False,approve,approve,True,53,none
T-18053,2026-07-02 04:27:18,Accounts Payable AI,po_invoice,0.9402,56778.93,NV-0032,new,medium,False,approve,approve,True,49,price_mismatch
T-18054,2026-07-02 04:27:48,Accounts Payable AI,po_invoice,0.9586,23734.66,V-0015,existing,low,False,approve,approve,True,29,none
T-18055,2026-07-02 04:34:55,Accounts Payable AI,standard_invoice,0.9447,27043.85,V-0162,existing,low,False,approve,approve,True,23,none
T-18056,2026-07-02 04:41:37,Accounts Payable AI,po_invoice,0.9337,44542.04,V-0349,existing,low,False,approve,approve,True,33,none
T-18057,2026-07-02 04:48:32,Accounts Payable AI,standard_invoice,0.963,52637.4,V-0053,existing,low,False,approve,approve,True,19,none
T-18058,2026-07-02 04:59:14,Accounts Payable AI,non_po_invoice,0.9401,31835.02,V-0221,existing,low,False,approve,approve,True,24,none
T-18059,2026-07-02 05:03:38,Accounts Payable AI,po_invoice,0.9008,6584.06,V-0365,existing,medium,True,approve,approve,True,852,contract_mismatch
T-18060,2026-07-02 05:05:50,Accounts Payable AI,po_invoice,0.8753,38832.3,NV-0007,new,medium,True,reject,approve,False,392,none
T-18061,2026-07-02 05:19:41,Accounts Payable AI,non_po_invoice,0.9914,35609.54,V-0183,existing,low,False,approve,approve,True,10,none
T-18062,2026-07-02 05:20:49,Accounts Payable AI,po_invoice,0.93,112978.33,V-0362,existing,medium,True,reject,reject,True,1292,none
T-18063,2026-07-02 05:39:28,Accounts Payable AI,standard_invoice,0.9271,35396.72,V-0345,existing,low,False,approve,approve,True,25,none
T-18064,2026-07-02 05:47:20,Accounts Payable AI,standard_invoice,0.969,11519.41,V-0140,existing,medium,True,reject,reject,True,318,contract_mismatch
T-18065,2026-07-02 05:50:01,Accounts Payable AI,po_invoice,0.9631,11079.08,V-0157,existing,low,True,approve,approve,True,498,missing_approval
T-18066,2026-07-02 06:08:47,Accounts Payable AI,non_po_invoice,0.9065,15553.07,V-0249,existing,low,False,approve,approve,True,30,none
T-18067,2026-07-02 06:08:59,Accounts Payable AI,po_invoice,0.966,16312.35,V-0135,existing,low,False,approve,approve,True,26,none
T-18068,2026-07-02 06:17:28,Accounts Payable AI,po_invoice,0.9951,31504.6,V-0387,existing,low,False,approve,approve,True,33,none
T-18069,2026-07-02 06:18:26,Accounts Payable AI,non_po_invoice,0.9562,87942.54,V-0207,existing,medium,False,approve,approve,True,28,none
T-18070,2026-07-02 06:18:45,Accounts Payable AI,non_po_invoice,0.9447,80901.25,V-0182,existing,medium,False,approve,approve,True,25,none
T-18071,2026-07-02 06:19:26,Accounts Payable AI,po_invoice,0.95,18157.6,V-0315,existing,low,False,approve,approve,True,17,none
T-18072,2026-07-02 06:25:43,Accounts Payable AI,non_po_invoice,0.9054,23921.78,NV-0106,new,medium,True,approve,approve,True,278,none
T-18073,2026-07-02 06:29:02,Accounts Payable AI,po_invoice,0.909,37323.47,V-0086,existing,low,False,approve,approve,True,20,none
T-18074,2026-07-02 06:44:07,Accounts Payable AI,non_po_invoice,0.9071,34123.89,V-0300,existing,medium,False,approve,approve,True,103,price_mismatch
T-18075,2026-07-02 07:01:09,Accounts Payable AI,standard_invoice,0.9752,33372.19,V-0385,existing,low,False,approve,approve,True,54,missing_po
T-18076,2026-07-02 07:04:38,Accounts Payable AI,standard_invoice,0.9748,30799.7,V-0376,existing,low,False,approve,approve,True,16,none
T-18077,2026-07-02 07:12:22,Accounts Payable AI,standard_invoice,0.9393,43771.13,V-0050,existing,low,False,approve,approve,True,29,none
T-18078,2026-07-02 07:21:43,Accounts Payable AI,po_invoice,0.8824,39139.58,V-0203,existing,medium,True,approve,approve,True,336,duplicate_invoice
T-18079,2026-07-02 07:22:04,Accounts Payable AI,po_invoice,0.9454,50598.53,V-0333,existing,low,False,approve,approve,True,22,none
T-18080,2026-07-02 07:25:33,Accounts Payable AI,po_invoice,0.9394,9294.23,V-0099,existing,low,False,approve,approve,True,40,none
T-18081,2026-07-02 07:56:30,Accounts Payable AI,po_invoice,0.9917,25590.85,V-0281,existing,low,False,approve,approve,True,36,none
T-18082,2026-07-02 08:00:21,Accounts Payable AI,standard_invoice,0.9564,33991.92,V-0124,existing,low,True,approve,approve,True,195,missing_approval
T-18083,2026-07-02 08:13:50,Accounts Payable AI,standard_invoice,0.9397,30062.15,V-0202,existing,low,False,approve,approve,True,26,none
T-18084,2026-07-02 08:17:24,Accounts Payable AI,po_invoice,0.9907,36627.64,V-0392,existing,low,False,approve,approve,True,20,none
T-18085,2026-07-02 08:37:06,Accounts Payable AI,non_po_invoice,0.9253,41121.8,V-0315,existing,low,False,approve,approve,True,44,none
